['148', '898', '327', '129', '712', '287', '143', '317', '589', '203', '881', '820', '993', '697', '155', '367', '756', '61', '979', '662']
['789', '900', '280', '258', '693', '31', '716', '408', '360', '406', '726', '46', '379', '146', '831', '476', '798', '689', '29', '447']
['227', '45', '53', '678', '312', '120', '500', '709', '962', '297', '388', '786', '558', '777', '349', '508', '829', '149', '285', '810']
['832', '796', '586', '599', '955', '378', '946', '50', '722', '229', '496', '92', '5', '887', '162', '806', '616', '809', '800', '944']
['57', '340', '576', '426', '392', '51', '961', '703', '885', '963', '259', '466', '318', '719', '163', '585', '768', '967', '150', '180']
['70', '568', '460', '420', '433', '81', '355', '483', '415', '565', '847', '255', '249', '851', '262', '659', '48', '734', '886', '545']
['432', '559', '110', '10', '429', '418', '966', '221', '506', '787', '926', '156', '313', '224', '869', '113', '758', '43', '650', '278']
['385', '133', '251', '503', '706', '295', '486', '335', '226', '395', '368', '812', '14', '88', '560', '470', '505', '331', '605', '595']
['130', '457', '56', '76', '135', '169', '632', '186', '497', '210', '23', '992', '807', '372', '690', '492', '78', '421', '13', '769']
['419', '707', '89', '959', '843', '746', '26', '981', '444', '477', '456', '834', '352', '954', '882', '464', '779', '968', '157', '971']
['459', '669', '142', '124', '166', '630', '6', '105', '3', '370', '526', '434', '247', '631', '974', '976', '519', '999', '862', '825']
['452', '502', '455', '465', '544', '873', '916', '93', '24', '612', '878', '553', '468', '994', '906', '531', '986', '929', '22', '411']
['237', '648', '613', '597', '494', '159', '534', '350', '123', '905', '197', '458', '753', '387', '431', '269', '141', '902', '583', '62']
['943', '126', '927', '653', '8', '339', '582', '213', '109', '721', '453', '106', '990', '153', '615', '139', '196', '970', '207', '770']
['79', '270', '371', '639', '489', '216', '931', '567', '47', '603', '894', '649', '953', '737', '80', '587', '763', '302', '554', '782']
['855', '128', '307', '883', '469', '588', '376', '337', '245', '802', '573', '762', '209', '759', '374', '311', '924', '542', '541', '985']
['264', '725', '574', '830', '381', '267', '910', '828', '637', '958', '410', '515', '525', '578', '723', '732', '781', '923', '158', '471']
['572', '112', '467', '234', '36', '537', '55', '674', '277', '644', '610', '201', '27', '793', '670', '687', '271', '865', '686', '625']
['272', '185', '301', '108', '751', '877', '652', '698', '892', '119', '848', '628', '193', '738', '728', '606', '380', '244', '863', '342']
['65', '138', '362', '437', '361', '875', '952', '524', '256', '870', '39', '34', '320', '291', '805', '640', '932', '942', '488', '997']
['304', '672', '651', '783', '592', '354', '472', '164', '973', '767', '136', '784', '181', '692', '965', '620', '577', '309', '982', '127']
['533', '325', '72', '328', '425', '634', '619', '720', '842', '192', '520', '104', '711', '998', '175', '222', '638', '369', '333', '629']
['443', '314', '30', '276', '211', '233', '82', '928', '60', '0', '484', '103', '473', '960', '536', '729', '845', '901', '422', '642']
['857', '265', '854', '569', '223', '607', '939', '442', '356', '646', '509', '353', '111', '546', '263', '299', '532', '179', '63', '450']
['867', '911', '83', '67', '266', '252', '538', '884', '94', '552', '324', '858', '140', '215', '945', '696', '899', '298', '657', '481']
['97', '557', '700', '487', '852', '77', '399', '401', '818', '2', '38', '167', '516', '935', '676', '735', '261', '790', '117', '427']
