['43', '212', '34', '218', '3', '108', '253', '42', '91', '338', '207', '497', '284', '325', '280', '486', '82', '120', '327', '414', '75', '424', '349', '198', '89']
['113', '403', '485', '133', '409', '202', '433', '382', '77', '188', '130', '117', '90', '245', '343', '439', '389', '224', '378', '446', '311', '237', '291', '302', '258']
['234', '392', '12', '277', '492', '172', '151', '219', '401', '347', '184', '118', '29', '21', '495', '94', '192', '271', '481', '2', '201', '388', '354', '153', '159']
['14', '412', '365', '176', '474', '268', '161', '182', '53', '261', '322', '460', '263', '363', '385', '78', '266', '335', '243', '448', '7', '332', '185', '372', '121']
['417', '456', '71', '488', '226', '67', '451', '39', '260', '357', '329', '235', '419', '317', '303', '339', '270', '59', '83', '44', '95', '23', '96', '222', '360']
['370', '228', '191', '158', '479', '286', '255', '489', '330', '99', '162', '174', '88', '404', '229', '435', '22', '250', '281', '134', '384', '190', '187', '320', '9']
['380', '17', '72', '194', '68', '232', '251', '249', '452', '36', '127', '38', '102', '16', '248', '181', '361', '230', '152', '298', '45', '136', '216', '482', '351']
['275', '33', '227', '346', '262', '468', '50', '211', '306', '242', '138', '297', '239', '264', '257', '373', '436', '60', '265', '170', '70', '203', '37', '491', '175']
['259', '10', '167', '79', '236', '180', '461', '484', '140', '221', '455', '411', '58', '112', '220', '337', '299', '241', '150', '49', '441', '444', '309', '406', '246']
['466', '19', '208', '244', '355', '154', '408', '285', '101', '421', '283', '400', '449', '100', '141', '487', '398', '464', '178', '124', '274', '87', '111', '26', '146']
['166', '30', '11', '319', '25', '345', '383', '478', '254', '490', '326', '74', '348', '342', '292', '301', '312', '431', '447', '367', '64', '305', '92', '328', '463']
['106', '15', '493', '80', '308', '84', '114', '432', '420', '116', '425', '387', '374', '428', '293', '86', '115', '206', '240', '205', '31', '458', '200', '40', '139']
['358', '476', '462', '233', '377', '391', '85', '225', '104', '65', '57', '123', '300', '475', '135', '467', '4', '341', '142', '315', '128', '282', '93', '379', '247']
['296', '63', '395', '231', '331', '415', '399', '209', '76', '287', '269', '204', '66', '183', '156', '368', '465', '6', '397', '279', '272', '353', '318', '443', '473']
['210', '440', '430', '289', '376', '196', '457', '238', '55', '46', '103', '0', '143', '48', '454', '314', '18', '267', '288', '165', '169', '498', '144', '362', '1']
['97', '197', '470', '177', '324', '189', '107', '125', '334', '51', '256', '350', '477', '453', '396', '369', '54', '56', '126', '173', '416', '304', '480', '323', '186']
['62', '157', '179', '402', '52', '386', '147', '148', '119', '469', '69', '307', '405', '423', '294', '217', '418', '450', '366', '422', '321', '215', '155', '35', '24']
['137', '105', '132', '429', '352', '5', '20', '223', '27', '129', '381', '390', '109', '213', '333', '195', '434', '131', '336', '494', '163', '438', '375', '278', '459']
['410', '295', '276', '394', '313', '110', '437', '471', '28', '426', '413', '122', '149', '472', '359', '344', '160', '252', '427', '13', '445', '483', '41', '61', '81']
['193', '340', '316', '171', '98', '371', '168', '407', '47', '290', '393', '273', '8', '442', '73', '199', '496', '356', '32', '164', '310', '145', '364', '214']
