['290', '64', '389', '332', '346', '125', '325', '137', '138', '279', '378', '282', '31', '80', '377', '32', '189', '74', '181', '280']
['292', '362', '227', '277', '374', '38', '27', '172', '180', '160', '60', '330', '391', '304', '96', '278', '162', '226', '132', '50']
['244', '41', '390', '76', '204', '21', '171', '218', '397', '371', '331', '324', '108', '366', '246', '273', '214', '344', '130', '157']
['144', '313', '337', '118', '84', '187', '326', '188', '357', '70', '72', '361', '7', '355', '283', '360', '255', '51', '302', '101']
['20', '104', '10', '192', '136', '238', '275', '399', '78', '216', '106', '83', '242', '234', '66', '336', '388', '384', '268', '239']
['175', '197', '155', '53', '134', '295', '62', '294', '193', '105', '315', '241', '327', '252', '300', '119', '383', '123', '342', '161']
['334', '142', '26', '335', '262', '339', '293', '81', '200', '265', '42', '350', '168', '333', '207', '202', '147', '11', '309', '318']
['271', '2', '376', '205', '365', '128', '97', '140', '153', '82', '229', '257', '12', '24', '87', '166', '250', '249', '90', '185']
['182', '254', '14', '117', '131', '245', '203', '1', '102', '367', '317', '228', '109', '48', '375', '211', '230', '111', '28', '88']
['286', '372', '270', '305', '308', '99', '232', '386', '29', '129', '312', '163', '127', '159', '16', '184', '9', '92', '387', '392']
['298', '379', '120', '98', '321', '164', '39', '303', '15', '18', '235', '13', '148', '139', '30', '354', '222', '54', '36', '94']
['285', '381', '223', '63', '322', '329', '165', '306', '151', '289', '91', '359', '247', '190', '210', '179', '93', '47', '122', '316']
['43', '198', '115', '124', '364', '154', '263', '33', '398', '44', '79', '338', '158', '174', '68', '73', '103', '121', '266', '368']
['219', '34', '85', '351', '352', '311', '56', '264', '100', '272', '195', '220', '150', '260', '145', '221', '141', '348', '40', '201']
['86', '75', '393', '276', '225', '269', '196', '170', '45', '251', '341', '353', '369', '382', '253', '107', '310', '347', '143', '258']
['167', '77', '291', '8', '156', '177', '152', '370', '49', '237', '299', '380', '23', '71', '61', '191', '17', '95', '19', '146']
['259', '183', '199', '178', '4', '110', '396', '297', '267', '345', '358', '194', '213', '3', '58', '114', '55', '215', '256', '224']
['112', '363', '35', '57', '89', '343', '22', '173', '25', '46', '169', '373', '69', '126', '307', '385', '394', '240', '296', '301']
['208', '37', '209', '349', '149', '116', '395', '206', '261', '340', '5', '320', '231', '59', '135', '274', '176', '356', '236', '233']
['217', '243', '319', '113', '281', '52', '314', '248', '212', '6', '65', '67', '323', '186', '0', '288', '133', '284', '328', '287']
