['278', '457', '173', '421', '469', '107', '409', '316', '219', '17', '242', '466', '347', '408', '318', '399', '172', '218', '86', '417']
['309', '287', '147', '83', '281', '265', '119', '255', '62', '115', '179', '51', '273', '304', '92', '368', '191', '160', '337', '303']
['415', '262', '229', '90', '121', '384', '95', '282', '145', '105', '329', '311', '397', '359', '228', '96', '183', '393', '227', '114']
['112', '120', '256', '223', '340', '416', '130', '352', '305', '0', '224', '188', '13', '34', '261', '290', '99', '380', '308', '9']
['429', '456', '268', '138', '111', '452', '39', '170', '335', '238', '342', '129', '250', '394', '87', '98', '425', '462', '222', '164']
['187', '45', '10', '72', '156', '294', '76', '448', '178', '274', '435', '113', '430', '348', '349', '109', '136', '419', '438', '50']
['202', '266', '196', '12', '271', '336', '204', '433', '247', '101', '207', '248', '252', '8', '177', '447', '124', '386', '73', '423']
['67', '267', '315', '106', '75', '446', '321', '66', '104', '226', '167', '29', '404', '455', '292', '411', '36', '364', '440', '351']
['133', '23', '42', '176', '436', '3', '251', '159', '346', '374', '361', '365', '175', '89', '381', '61', '139', '275', '362', '144']
['88', '373', '79', '330', '479', '406', '470', '468', '91', '396', '231', '163', '221', '135', '461', '94', '155', '157', '441', '283']
['210', '21', '420', '403', '312', '180', '325', '215', '413', '81', '140', '186', '387', '169', '259', '463', '260', '241', '126', '168']
['307', '353', '288', '317', '405', '439', '28', '117', '249', '239', '192', '477', '57', '350', '149', '41', '16', '301', '341', '5']
['18', '383', '354', '77', '284', '366', '299', '360', '465', '70', '125', '401', '203', '116', '60', '357', '63', '398', '254', '152']
['434', '212', '38', '279', '216', '80', '232', '264', '314', '141', '424', '11', '74', '199', '233', '464', '142', '334', '422', '427']
['345', '475', '123', '153', '418', '356', '40', '158', '7', '377', '320', '378', '253', '26', '245', '44', '122', '296', '258', '1']
['400', '143', '333', '151', '392', '332', '59', '297', '150', '19', '473', '165', '454', '162', '181', '53', '235', '385', '298', '240']
['272', '48', '291', '289', '185', '467', '322', '184', '402', '55', '431', '230', '445', '412', '367', '14', '338', '85', '49', '428']
['46', '306', '205', '453', '97', '449', '193', '211', '319', '220', '214', '323', '437', '432', '471', '197', '328', '166', '225', '31']
['293', '43', '6', '276', '102', '407', '478', '331', '375', '190', '100', '93', '32', '54', '131', '269', '442', '369', '47', '78']
['390', '137', '363', '371', '110', '68', '474', '209', '263', '84', '237', '195', '146', '200', '476', '128', '174', '450', '257', '132']
['395', '324', '189', '370', '37', '458', '25', '30', '327', '65', '217', '108', '376', '313', '302', '280', '154', '472', '426', '2']
['206', '459', '64', '213', '71', '300', '52', '391', '171', '372', '103', '443', '15', '69', '22', '236', '4', '198', '310', '410']
['343', '201', '161', '451', '379', '24', '444', '270', '35', '358', '388', '244', '82', '182', '295', '355', '460', '243', '285', '208']
['118', '277', '148', '33', '339', '286', '134', '344', '56', '20', '27', '58', '414', '246', '127', '234', '389', '194', '382', '326']
