['148', '204', '352', '137', '151', '391', '59', '366', '28', '367', '211', '313', '340', '154', '184', '52', '186', '368', '167', '236', '494', '435', '41', '445', '68']
['401', '379', '71', '277', '32', '353', '392', '268', '463', '289', '66', '150', '113', '407', '388', '492', '424', '224', '101', '394', '164', '497', '143', '287', '39']
['142', '288', '170', '222', '405', '499', '243', '265', '250', '94', '486', '431', '165', '417', '428', '72', '458', '4', '191', '48', '138', '490', '111', '319', '87']
['410', '345', '201', '294', '178', '65', '185', '80', '192', '46', '96', '351', '403', '229', '378', '241', '324', '130', '296', '291', '242', '21', '20', '86', '233']
['162', '383', '286', '58', '371', '74', '331', '89', '153', '269', '98', '67', '329', '45', '47', '483', '64', '54', '26', '90', '372', '423', '183', '479', '216']
['232', '50', '129', '42', '281', '99', '342', '328', '82', '3', '453', '33', '266', '470', '17', '120', '344', '271', '208', '123', '56', '200', '43', '460', '495']
['9', '203', '124', '411', '284', '230', '285', '109', '498', '173', '298', '134', '363', '440', '323', '196', '468', '290', '318', '44', '309', '182', '108', '346', '55']
['278', '189', '478', '234', '414', '326', '95', '262', '85', '359', '180', '325', '145', '396', '360', '166', '279', '25', '467', '161', '215', '443', '78', '312', '118']
['442', '457', '2', '370', '149', '334', '473', '333', '415', '35', '155', '84', '260', '292', '332', '23', '441', '116', '385', '110', '31', '454', '455', '466', '387']
['373', '426', '493', '447', '307', '226', '53', '107', '418', '474', '73', '375', '283', '496', '131', '357', '159', '69', '350', '452', '172', '338', '369', '157', '171']
['409', '282', '335', '261', '12', '257', '484', '105', '1', '135', '169', '337', '160', '136', '280', '146', '420', '61', '256', '311', '267', '354', '315', '237', '302']
['40', '176', '49', '472', '461', '0', '128', '322', '386', '156', '19', '10', '429', '122', '252', '275', '34', '416', '456', '177', '308', '364', '112', '310', '465']
['5', '187', '51', '398', '365', '126', '247', '273', '62', '144', '489', '427', '316', '327', '106', '361', '377', '412', '115', '448', '152', '477', '213', '125', '174']
['381', '362', '219', '272', '27', '404', '238', '437', '421', '464', '97', '91', '198', '376', '251', '485', '227', '179', '330', '239', '225', '487', '24', '274', '195']
['295', '263', '382', '210', '341', '199', '408', '15', '434', '300', '88', '444', '76', '299', '168', '422', '402', '214', '476', '36', '450', '114', '293', '175', '133']
['141', '305', '29', '13', '103', '419', '249', '197', '220', '70', '343', '356', '390', '6', '7', '77', '389', '119', '207', '127', '374', '481', '218', '459', '18']
['348', '75', '253', '432', '399', '471', '79', '400', '264', '245', '475', '306', '63', '244', '301', '358', '147', '347', '81', '30', '246', '446', '231', '14', '469']
['413', '480', '190', '140', '205', '336', '163', '92', '121', '349', '16', '38', '221', '438', '100', '462', '355', '397', '384', '451', '304', '11', '270', '248', '406']
['228', '206', '321', '158', '393', '380', '102', '139', '209', '202', '255', '212', '57', '491', '181', '117', '488', '254', '339', '223', '83', '93', '395', '193', '303']
['425', '37', '320', '132', '259', '217', '8', '104', '317', '297', '258', '439', '449', '22', '188', '314', '436', '276', '482', '235', '433', '60', '194', '430', '240']
