['335', '369', '339', '60', '314', '215', '238', '247', '399', '42', '276', '207', '229', '89', '376', '78', '64', '263', '105', '128']
['115', '151', '3', '72', '243', '1', '233', '40', '11', '23', '343', '313', '162', '51', '84', '197', '268', '329', '137', '239']
['147', '218', '336', '389', '213', '260', '141', '146', '39', '299', '378', '48', '391', '6', '70', '52', '109', '107', '57', '169']
['79', '179', '222', '372', '50', '298', '262', '266', '236', '138', '94', '208', '237', '68', '368', '293', '279', '364', '386', '257']
['80', '30', '4', '191', '45', '292', '118', '248', '322', '180', '139', '186', '170', '26', '119', '106', '331', '232', '305', '96']
['165', '77', '144', '319', '348', '199', '316', '320', '17', '22', '182', '375', '133', '5', '175', '185', '216', '357', '18', '278']
['47', '280', '253', '54', '75', '338', '397', '281', '142', '365', '88', '230', '269', '122', '74', '223', '351', '166', '255', '265']
['327', '111', '302', '214', '43', '196', '117', '13', '300', '66', '240', '270', '150', '190', '171', '97', '297', '295', '264', '181']
['350', '134', '44', '217', '360', '219', '59', '126', '55', '283', '184', '258', '82', '387', '383', '92', '124', '353', '27', '33']
['14', '108', '285', '21', '244', '371', '177', '131', '145', '347', '254', '69', '288', '12', '310', '195', '173', '192', '272', '101']
['286', '252', '76', '194', '231', '326', '2', '20', '362', '130', '306', '71', '221', '135', '183', '377', '129', '161', '234', '15']
['225', '132', '193', '294', '396', '301', '382', '73', '370', '178', '398', '110', '164', '380', '102', '227', '103', '46', '307', '121']
['188', '312', '267', '210', '41', '36', '334', '95', '317', '153', '274', '19', '324', '275', '296', '37', '93', '271', '211', '31']
['224', '113', '325', '58', '241', '158', '385', '155', '308', '35', '346', '28', '390', '53', '282', '127', '358', '140', '10', '201']
['116', '81', '56', '235', '206', '16', '374', '352', '198', '284', '172', '277', '149', '261', '220', '123', '291', '359', '330', '251']
['315', '356', '9', '168', '287', '202', '176', '303', '344', '392', '38', '200', '187', '91', '249', '342', '85', '136', '157', '152']
['32', '226', '87', '86', '340', '98', '49', '393', '189', '290', '304', '204', '318', '384', '212', '148', '90', '65', '203', '163']
['99', '112', '366', '104', '259', '328', '381', '205', '125', '388', '273', '7', '333', '373', '0', '160', '62', '100', '154', '24']
['29', '341', '63', '345', '34', '159', '246', '367', '289', '311', '355', '8', '256', '394', '156', '61', '245', '209', '83', '363']
['361', '67', '337', '323', '354', '167', '379', '349', '321', '250', '174', '395', '25', '120', '309', '332', '114', '242', '143', '228']
