['142', '427', '43', '141', '204', '394', '370', '454', '455', '428', '107', '415', '450', '382', '405', '83', '388', '16', '411', '414']
['136', '458', '408', '384', '417', '456', '137', '315', '452', '446', '196', '174', '138', '403', '412', '433', '404', '429', '386', '114']
['435', '221', '453', '398', '244', '117', '459', '447', '421', '438', '401', '402', '392', '9', '391', '397', '360', '252', '432', '139']
['377', '416', '241', '423', '140', '143', '440', '406', '90', '310', '420', '407', '8', '437', '457', '422', '381', '390', '409', '439']
['400', '442', '125', '365', '426', '387', '380', '430', '445', '109', '279', '11', '7', '120', '108', '129', '94', '396', '79', '111']
['267', '67', '389', '413', '332', '443', '110', '449', '113', '349', '235', '304', '383', '305', '335', '273', '425', '333', '116', '119']
['410', '13', '112', '399', '118', '277', '121', '220', '258', '367', '212', '448', '431', '436', '115', '287', '82', '236', '434', '22']
['80', '441', '155', '71', '70', '81', '444', '278', '74', '75', '257', '419', '395', '158', '84', '385', '73', '357', '418', '77']
['354', '18', '347', '494', '98', '489', '470', '101', '78', '378', '72', '375', '311', '15', '76', '234', '451', '361', '232', '69']
['479', '157', '324', '339', '269', '189', '187', '230', '483', '64', '3', '122', '161', '194', '47', '301', '153', '163', '474', '160']
['323', '65', '465', '162', '154', '342', '176', '346', '424', '190', '302', '156', '151', '124', '68', '126', '393', '283', '272', '290']
['356', '351', '468', '20', '23', '280', '340', '364', '92', '488', '60', '165', '37', '276', '219', '313', '193', '100', '249', '85']
['14', '184', '214', '211', '208', '256', '86', '210', '51', '329', '242', '33', '203', '222', '206', '4', '213', '217', '251', '177']
['218', '209', '215', '205', '467', '26', '363', '362', '200', '32', '34', '355', '379', '201', '182', '29', '322', '369', '498', '31']
['30', '28', '312', '127', '5', '352', '253', '248', '265', '491', '225', '131', '170', '255', '168', '245', '296', '298', '240', '368']
['254', '246', '229', '130', '247', '243', '250', '57', '461', '175', '371', '10', '180', '146', '36', '374', '309', '314', '372', '366']
['27', '373', '326', '376', '178', '54', '53', '134', '52', '318', '261', '103', '169', '50', '56', '171', '35', '337', '317', '25']
['284', '285', '286', '291', '39', '164', '41', '476', '97', '259', '87', '343', '325', '202', '207', '297', '275', '40', '266', '233']
['270', '148', '188', '493', '19', '167', '147', '237', '88', '133', '99', '303', '344', '48', '173', '2', '179', '49', '123', '295']
['471', '307', '95', '345', '288', '358', '21', '198', '300', '308', '331', '192', '195', '330', '263', '199', '359', '128', '348', '226']
['17', '227', '327', '328', '105', '0', '338', '292', '144', '262', '63', '91', '268', '264', '42', '150', '96', '59', '172', '274']
['132', '89', '186', '321', '238', '104', '185', '197', '191', '181', '62', '299', '293', '159', '320', '152', '216', '149', '334', '183']
['55', '106', '319', '231', '306', '44', '294', '316', '58', '350', '102', '478', '289', '228', '166', '145', '239', '224', '12', '336']
['93', '1', '260', '223', '341', '282', '6', '281', '480', '486', '135', '61', '38', '495', '481', '271', '66', '45', '46', '353']
['24', '469', '460', '477', '473', '472', '497', '482', '499', '492', '464', '490', '463', '462', '475', '487', '466', '485', '484', '496']
