['356', '321', '342', '276', '147', '154', '35', '347', '397', '311', '177', '325', '222', '283', '42', '365', '232', '65', '269', '44']
['220', '400', '367', '105', '92', '106', '288', '174', '111', '260', '226', '214', '281', '18', '197', '33', '143', '236', '320', '10']
['387', '60', '302', '173', '248', '63', '126', '120', '337', '115', '117', '100', '158', '229', '209', '388', '68', '278', '109', '239']
['308', '25', '263', '108', '380', '134', '233', '230', '372', '71', '339', '116', '77', '309', '252', '200', '15', '296', '175', '112']
['317', '51', '241', '219', '56', '130', '228', '178', '381', '187', '306', '67', '322', '240', '64', '238', '292', '386', '4', '152']
['201', '156', '49', '268', '20', '66', '6', '384', '265', '162', '213', '208', '319', '205', '96', '375', '167', '363', '17', '243']
['392', '224', '284', '133', '19', '45', '207', '355', '366', '280', '382', '371', '182', '227', '204', '78', '307', '50', '95', '164']
['353', '295', '39', '57', '396', '153', '193', '394', '159', '151', '29', '97', '206', '58', '59', '305', '225', '24', '258', '8']
['247', '362', '85', '343', '312', '351', '257', '37', '300', '266', '27', '389', '23', '255', '52', '349', '99', '124', '98', '376']
['107', '155', '348', '11', '7', '43', '270', '48', '84', '234', '244', '188', '290', '140', '231', '215', '196', '102', '91', '141']
['89', '76', '330', '185', '216', '346', '199', '165', '210', '373', '69', '264', '198', '31', '125', '261', '336', '103', '253', '259']
['169', '132', '62', '34', '46', '377', '301', '211', '184', '3', '183', '55', '299', '251', '262', '157', '293', '383', '150', '202']
['82', '360', '390', '242', '329', '73', '345', '398', '344', '374', '5', '171', '32', '123', '139', '359', '163', '192', '79', '235']
['101', '282', '128', '338', '335', '136', '245', '113', '144', '324', '118', '286', '393', '273', '75', '297', '110', '104', '340', '137']
['271', '217', '41', '28', '131', '332', '275', '83', '146', '287', '181', '254', '334', '250', '170', '399', '47', '289', '166', '16']
['12', '246', '391', '316', '93', '327', '2', '30', '378', '370', '304', '395', '203', '294', '350', '361', '87', '323', '364', '176']
['94', '291', '127', '190', '74', '53', '221', '341', '122', '191', '237', '277', '172', '70', '168', '114', '358', '326', '26', '328']
['180', '249', '61', '333', '186', '81', '161', '379', '279', '72', '298', '22', '179', '318', '21', '223', '385', '272', '314', '40']
['303', '310', '313', '274', '80', '142', '138', '135', '160', '9', '256', '129', '369', '354', '90', '13', '119', '212', '285', '36']
['149', '88', '86', '121', '218', '189', '331', '54', '357', '368', '267', '14', '194', '38', '315', '148', '195', '1', '352', '145']
