['14', '154', '401', '357', '105', '226', '454', '314', '173', '193', '55', '109', '460', '386', '275', '492', '9', '488', '296', '136']
['1', '261', '298', '489', '396', '215', '444', '233', '260', '51', '186', '407', '490', '218', '387', '413', '33', '332', '240', '27']
['267', '148', '273', '113', '459', '496', '75', '247', '238', '323', '463', '308', '108', '282', '86', '309', '340', '312', '212', '306']
['392', '443', '408', '93', '119', '135', '188', '330', '115', '216', '169', '34', '107', '7', '399', '478', '432', '301', '347', '43']
['322', '370', '133', '286', '178', '31', '378', '406', '414', '480', '499', '237', '367', '316', '70', '477', '17', '25', '205', '472']
['362', '445', '192', '420', '230', '217', '483', '110', '467', '335', '198', '385', '288', '235', '495', '104', '356', '251', '129', '497']
['285', '172', '26', '63', '18', '326', '54', '345', '74', '411', '453', '159', '348', '53', '2', '98', '227', '37', '469', '68']
['167', '289', '354', '241', '210', '5', '338', '232', '263', '20', '164', '434', '376', '254', '168', '342', '236', '365', '106', '143']
['184', '375', '92', '295', '194', '294', '160', '228', '315', '449', '157', '391', '137', '183', '72', '426', '324', '431', '388', '333']
['47', '468', '485', '438', '339', '116', '336', '100', '78', '176', '446', '383', '149', '258', '464', '473', '71', '457', '146', '250']
['39', '487', '239', '201', '266', '187', '29', '65', '405', '257', '88', '402', '19', '189', '138', '447', '222', '165', '394', '140']
['219', '437', '83', '127', '111', '281', '381', '50', '425', '337', '49', '310', '491', '95', '252', '214', '259', '87', '82', '374']
['479', '366', '122', '79', '57', '10', '44', '46', '21', '276', '450', '190', '204', '419', '321', '118', '131', '433', '283', '170']
['35', '23', '379', '440', '211', '382', '171', '462', '428', '197', '130', '471', '435', '155', '15', '303', '244', '377', '481', '6']
['361', '150', '268', '36', '73', '101', '397', '81', '482', '223', '359', '325', '76', '141', '343', '429', '417', '67', '255', '132']
['279', '91', '206', '476', '11', '452', '287', '166', '121', '120', '393', '213', '404', '334', '416', '475', '225', '22', '358', '439']
['220', '390', '249', '272', '451', '30', '304', '280', '344', '203', '300', '144', '175', '421', '465', '42', '123', '313', '199', '61']
['253', '389', '229', '60', '430', '139', '128', '395', '126', '207', '403', '202', '291', '461', '305', '0', '200', '269', '418', '371']
['271', '455', '363', '13', '38', '277', '96', '372', '274', '191', '364', '117', '458', '293', '145', '209', '319', '292', '89', '99']
['196', '265', '484', '177', '125', '156', '52', '179', '350', '161', '486', '448', '427', '270', '384', '494', '224', '498', '284', '380']
['369', '221', '400', '353', '423', '317', '346', '441', '278', '114', '234', '4', '12', '262', '180', '341', '80', '349', '40', '158']
['3', '174', '327', '256', '351', '424', '163', '311', '112', '97', '182', '456', '398', '318', '493', '290', '103', '90', '124', '162']
['152', '84', '297', '243', '470', '142', '59', '329', '153', '302', '409', '66', '320', '134', '64', '24', '299', '368', '69', '246']
['56', '151', '360', '307', '8', '245', '442', '185', '208', '94', '32', '331', '415', '102', '248', '264', '62', '355', '242', '41']
['436', '48', '77', '328', '181', '373', '412', '16', '45', '474', '410', '231', '58', '85', '352', '28', '422', '195', '147', '466']
