['295', '279', '287', '296', '348', '286', '141', '394', '289', '280', '283', '281', '135', '35', '309', '113', '290', '285', '291', '118']
['83', '288', '119', '297', '298', '198', '251', '27', '257', '299', '167', '226', '224', '351', '170', '41', '310', '304', '220', '54']
['270', '225', '231', '239', '241', '232', '222', '363', '90', '223', '60', '221', '235', '97', '282', '238', '234', '252', '227', '323']
['191', '229', '201', '230', '236', '116', '107', '104', '102', '114', '362', '247', '93', '85', '7', '64', '109', '343', '314', '115']
['82', '169', '143', '117', '106', '108', '110', '112', '395', '101', '100', '349', '193', '262', '105', '160', '175', '78', '386', '168']
['174', '378', '303', '163', '140', '177', '153', '176', '121', '43', '245', '355', '162', '155', '137', '342', '183', '360', '200', '165']
['276', '178', '171', '268', '258', '4', '398', '80', '144', '211', '91', '95', '84', '243', '212', '393', '277', '56', '45', '94']
['98', '260', '254', '138', '92', '71', '122', '388', '87', '88', '136', '39', '47', '44', '53', '42', '320', '57', '373', '316']
['250', '344', '259', '46', '48', '79', '55', '361', '59', '51', '364', '205', '357', '126', '293', '237', '233', '209', '20', '213']
['72', '228', '81', '399', '389', '352', '125', '246', '325', '301', '397', '6', '49', '317', '146', '359', '22', '9', '28', '124']
['129', '74', '62', '133', '196', '134', '2', '1', '32', '26', '36', '21', '313', '10', '206', '29', '25', '322', '34', '366']
['217', '24', '33', '331', '172', '23', '31', '202', '353', '8', '58', '40', '139', '52', '204', '367', '38', '17', '321', '341']
['127', '50', '253', '199', '12', '371', '182', '16', '14', '157', '5', '189', '18', '195', '181', '376', '15', '0', '11', '66']
['330', '19', '263', '13', '396', '3', '350', '278', '354', '147', '89', '346', '347', '345', '120', '340', '338', '86', '337', '333']
['328', '332', '334', '77', '186', '339', '335', '267', '269', '256', '324', '273', '356', '326', '161', '266', '164', '385', '319', '173']
['179', '308', '152', '391', '368', '261', '166', '63', '142', '148', '158', '382', '151', '154', '156', '379', '159', '305', '69', '214']
['249', '392', '68', '180', '274', '327', '103', '255', '149', '306', '215', '244', '302', '300', '294', '307', '242', '365', '377', '292']
['192', '336', '210', '145', '187', '150', '208', '30', '130', '358', '203', '381', '67', '190', '99', '372', '96', '240', '248', '370']
['374', '369', '37', '188', '128', '265', '329', '76', '284', '61', '311', '318', '312', '315', '375', '75', '131', '264', '271', '272']
['275', '132', '207', '197', '384', '111', '123', '185', '383', '184', '73', '70', '194', '218', '216', '219', '65', '390', '387', '380']
