['142', '52', '215', '158', '461', '311', '401', '490', '151', '140', '8', '150', '144', '154', '147', '246', '367', '152', '68', '149']
['211', '155', '363', '146', '91', '396', '443', '260', '186', '157', '262', '148', '51', '143', '488', '281', '109', '102', '103', '43']
['408', '305', '100', '67', '389', '338', '448', '454', '104', '107', '361', '84', '357', '226', '110', '181', '410', '35', '88', '113']
['111', '118', '117', '280', '259', '173', '119', '300', '340', '82', '435', '166', '348', '86', '420', '98', '90', '310', '272', '93']
['6', '441', '94', '183', '383', '95', '83', '433', '81', '21', '99', '97', '87', '476', '325', '45', '60', '22', '168', '141']
['350', '267', '15', '394', '153', '450', '381', '217', '289', '66', '425', '156', '247', '46', '77', '175', '445', '19', '80', '374']
['222', '378', '29', '193', '85', '40', '130', '89', '176', '53', '453', '71', '200', '78', '131', '196', '219', '474', '392', '263']
['237', '459', '353', '218', '258', '223', '210', '492', '327', '201', '344', '444', '472', '414', '190', '3', '202', '406', '318', '128']
['212', '395', '209', '413', '382', '28', '451', '138', '368', '379', '436', '101', '233', '287', '264', '206', '467', '11', '160', '475']
['322', '460', '465', '315', '469', '162', '249', '477', '466', '301', '44', '470', '463', '164', '365', '358', '479', '32', '26', '38']
['261', '25', '37', '329', '447', '449', '132', '20', '24', '307', '399', '352', '270', '31', '493', '242', '253', '248', '274', '294']
['243', '245', '30', '252', '393', '429', '347', '416', '356', '282', '241', '375', '65', '369', '34', '362', '366', '437', '496', '296']
['339', '480', '145', '17', '269', '225', '373', '377', '106', '485', '376', '337', '7', '108', '199', '14', '455', '324', '135', '360']
['61', '411', '458', '456', '452', '446', '42', '47', '298', '440', '484', '427', '434', '64', '178', '431', '442', '234', '422', '359']
['397', '250', '428', '409', '497', '185', '473', '424', '70', '299', '430', '439', '54', '129', '314', '343', '189', '49', '285', '125']
['402', '124', '59', '58', '69', '57', '231', '48', '169', '257', '419', '336', '251', '391', '194', '41', '255', '254', '240', '256']
['62', '0', '302', '323', '333', '335', '384', '332', '468', '177', '320', '328', '326', '321', '214', '291', '120', '238', '216', '139']
['213', '133', '205', '115', '228', '172', '207', '288', '105', '96', '159', '371', '418', '295', '92', '423', '330', '180', '279', '407']
['203', '229', '1', '342', '398', '171', '349', '5', '486', '170', '341', '403', '197', '79', '421', '432', '372', '438', '426', '179']
['491', '55', '18', '192', '72', '4', '50', '278', '385', '236', '204', '123', '404', '239', '312', '387', '388', '121', '182', '13']
['195', '76', '73', '127', '188', '400', '316', '266', '495', '303', '163', '275', '412', '464', '306', '116', '293', '499', '198', '319']
['471', '2', '489', '122', '417', '487', '386', '481', '304', '75', '457', '63', '74', '161', '36', '297', '405', '370', '313', '136']
['334', '134', '167', '308', '390', '184', '271', '10', '9', '380', '126', '354', '483', '494', '498', '415', '482', '112', '478', '187']
['284', '165', '23', '273', '230', '268', '16', '39', '286', '364', '309', '355', '317', '174', '462', '265', '277', '276', '12', '208']
['235', '331', '27', '191', '220', '292', '137', '56', '227', '290', '221', '283', '33', '224', '346', '232', '244', '351', '345', '114']
