['420', '419', '421', '211', '210', '212', '46', '47', '45', '428', '429', '427', '126', '125', '127', '233', '232', '234', '409', '410', '408', '280', '279', '322', '323']
['321', '77', '76', '134', '133', '257', '256', '110', '111', '109', '3', '4', '2', '65', '64', '66', '117', '116', '118', '196', '195', '197', '259', '258', '260']
['386', '387', '385', '87', '86', '88', '163', '164', '162', '304', '305', '311', '312', '207', '208', '206', '384', '383', '265', '264', '57', '56', '58', '54', '55']
['53', '261', '141', '140', '49', '50', '48', '12', '11', '13', '147', '148', '146', '371', '370', '464', '463', '465', '155', '154', '156', '459', '458', '460', '438']
['439', '437', '194', '493', '492', '494', '401', '400', '402', '380', '381', '151', '152', '150', '236', '237', '235', '23', '22', '159', '158', '160', '115', '473', '472']
['28', '27', '29', '277', '278', '276', '369', '185', '184', '186', '202', '203', '201', '19', '18', '20', '99', '100', '34', '35', '33', '10', '9', '332', '333']
['331', '287', '286', '346', '345', '347', '228', '227', '229', '486', '485', '487', '193', '192', '112', '113', '144', '145', '143', '478', '479', '477', '170', '169', '352']
['351', '353', '399', '40', '39', '488', '466', '467', '178', '179', '96', '97', '95', '168', '104', '105', '103', '490', '489', '491', '153', '462', '461', '289', '290']
['288', '430', '243', '244', '242', '328', '327', '329', '413', '412', '414', '175', '174', '176', '266', '267', '180', '181', '480', '481', '167', '330', '294', '293', '295']
['336', '335', '337', '21', '403', '298', '299', '297', '417', '416', '418', '124', '15', '16', '14', '67', '268', '173', '119', '123', '122', '30', '484', '483', '8']
['7', '296', '367', '366', '368', '217', '218', '358', '357', '359', '79', '80', '78', '320', '120', '121', '350', '161', '356', '355', '214', '215', '213', '191', '190']
['222', '223', '221', '376', '375', '377', '252', '253', '241', '240', '209', '230', '177', '456', '455', '457', '32', '31', '187', '188', '75', '74', '468', '469', '291']
['292', '382', '101', '389', '390', '471', '343', '344', '342', '108', '107', '136', '137', '135', '398', '397', '300', '374', '373', '102', '372', '407', '406', '114', '51']
['52', '82', '83', '81', '454', '310', '309', '269', '424', '423', '425', '270', '271', '249', '250', '248', '38', '431', '59', '138', '226', '225', '254', '255', '262']
['263', '340', '339', '341', '224', '318', '319', '317', '282', '281', '283', '189', '426', '360', '361', '354', '142', '69', '68', '70', '338', '363', '362', '443', '442']
['444', '251', '219', '220', '349', '348', '157', '308', '307', '129', '130', '128', '446', '445', '73', '166', '405', '404', '470', '44', '200', '199', '205', '17', '394']
['393', '395', '26', '25', '165', '411', '313', '314', '1', '37', '63', '476', '475', '452', '451', '453', '84', '436', '198', '365', '364', '306', '450', '216', '36']
['42', '43', '41', '391', '315', '316', '325', '326', '324', '433', '434', '60', '422', '392', '238', '239', '61', '62', '303', '302', '149', '132', '131', '449', '448']
['24', '183', '71', '72', '396', '495', '496', '247', '106', '334', '274', '273', '275', '435', '90', '91', '89', '474', '301', '94', '441', '440', '415', '432', '93']
['246', '498', '497', '171', '172', '379', '378', '204', '182', '85', '231', '5', '388', '272', '139', '284', '285', '447', '92', '98', '6', '245', '482', '499', '0']
