['86', '80', '147', '218', '380', '36', '315', '342', '106', '177', '98', '350', '108', '274', '103', '120', '41', '250', '295', '321']
['118', '125', '96', '28', '335', '309', '122', '13', '22', '302', '132', '180', '150', '169', '224', '369', '269', '374', '293', '255']
['378', '258', '397', '306', '7', '384', '30', '79', '363', '246', '166', '19', '175', '165', '121', '83', '56', '286', '94', '51']
['81', '368', '347', '219', '212', '119', '143', '55', '25', '375', '205', '104', '214', '47', '11', '307', '99', '234', '265', '88']
['127', '338', '343', '215', '271', '333', '134', '155', '298', '133', '65', '53', '190', '235', '194', '60', '236', '327', '357', '131']
['385', '316', '229', '105', '284', '72', '20', '270', '341', '377', '291', '4', '243', '184', '183', '12', '141', '276', '383', '308']
['168', '0', '191', '211', '139', '203', '84', '178', '42', '37', '283', '257', '138', '325', '196', '26', '213', '85', '318', '174']
['58', '185', '267', '227', '40', '367', '233', '268', '266', '173', '171', '149', '78', '300', '32', '129', '207', '70', '232', '14']
['206', '277', '189', '330', '75', '399', '101', '39', '394', '264', '322', '344', '303', '353', '200', '82', '15', '102', '31', '222']
['159', '324', '116', '130', '262', '310', '354', '162', '359', '275', '361', '340', '382', '111', '355', '140', '336', '62', '337', '351']
['379', '71', '107', '35', '3', '317', '201', '27', '345', '231', '328', '76', '329', '256', '89', '272', '23', '282', '346', '148']
['161', '301', '204', '50', '287', '170', '197', '95', '260', '398', '371', '1', '192', '278', '239', '381', '195', '238', '74', '128']
['146', '209', '237', '77', '393', '66', '294', '16', '52', '320', '38', '319', '24', '391', '46', '10', '254', '390', '6', '220']
['358', '199', '253', '314', '364', '153', '112', '172', '158', '240', '304', '226', '151', '230', '225', '164', '386', '339', '305', '334']
['323', '263', '389', '210', '349', '392', '160', '54', '152', '331', '67', '45', '247', '202', '179', '91', '396', '387', '249', '395']
['114', '123', '311', '242', '144', '100', '326', '292', '113', '115', '137', '245', '154', '9', '288', '73', '241', '366', '252', '90']
['187', '228', '259', '279', '29', '124', '63', '109', '142', '87', '18', '156', '360', '280', '373', '193', '217', '223', '5', '312']
['285', '167', '97', '157', '145', '208', '352', '21', '376', '348', '49', '110', '163', '2', '92', '289', '388', '17', '198', '244']
['44', '370', '365', '273', '68', '248', '182', '93', '221', '261', '297', '296', '8', '69', '59', '33', '64', '43', '136', '135']
['299', '186', '281', '188', '362', '372', '216', '181', '251', '61', '117', '332', '48', '34', '356', '290', '313', '126', '176', '57']
