['275', '333', '294', '382', '52', '209', '150', '321', '0', '86', '151', '179', '378', '292', '56', '67', '284', '298', '361', '125']
['33', '192', '163', '183', '244', '371', '297', '174', '376', '344', '91', '398', '239', '222', '178', '154', '14', '85', '90', '134']
['345', '185', '395', '399', '93', '120', '186', '10', '365', '161', '314', '41', '367', '11', '1', '368', '17', '124', '81', '169']
['219', '53', '380', '197', '119', '250', '362', '94', '162', '28', '188', '66', '200', '385', '135', '157', '304', '232', '276', '357']
['267', '82', '145', '84', '215', '350', '274', '229', '128', '165', '180', '60', '142', '341', '212', '158', '168', '9', '278', '309']
['130', '55', '383', '21', '310', '35', '118', '172', '390', '286', '277', '65', '221', '338', '47', '42', '392', '375', '223', '249']
['339', '325', '319', '92', '141', '15', '243', '50', '95', '96', '377', '19', '346', '329', '303', '143', '48', '18', '228', '235']
['296', '77', '29', '290', '266', '149', '327', '207', '291', '231', '61', '32', '208', '205', '225', '240', '25', '220', '40', '104']
['113', '348', '318', '27', '147', '4', '349', '24', '283', '116', '140', '79', '347', '37', '46', '269', '210', '311', '214', '281']
['364', '69', '132', '253', '356', '316', '259', '51', '7', '288', '337', '308', '38', '211', '58', '342', '213', '138', '360', '64']
['387', '129', '271', '263', '374', '204', '189', '299', '330', '233', '160', '389', '62', '167', '305', '287', '123', '89', '238', '355']
['71', '13', '324', '20', '307', '173', '139', '49', '353', '234', '328', '279', '203', '26', '98', '152', '261', '358', '335', '153']
['34', '359', '184', '202', '226', '102', '258', '280', '97', '241', '332', '109', '289', '295', '379', '105', '75', '312', '68', '144']
['306', '126', '218', '334', '57', '72', '315', '247', '313', '331', '336', '230', '237', '112', '254', '133', '131', '176', '195', '187']
['103', '164', '372', '194', '273', '260', '8', '156', '6', '137', '354', '80', '114', '199', '301', '236', '285', '363', '54', '216']
['110', '343', '115', '394', '391', '73', '217', '83', '111', '70', '166', '366', '191', '300', '101', '122', '252', '146', '87', '370']
['107', '224', '45', '182', '196', '31', '386', '43', '227', '257', '369', '39', '2', '170', '326', '206', '23', '108', '76', '106']
['181', '136', '384', '272', '190', '373', '88', '264', '100', '251', '74', '323', '245', '121', '63', '256', '265', '351', '381', '352']
['177', '246', '262', '317', '59', '159', '242', '248', '282', '3', '302', '148', '268', '175', '44', '155', '322', '340', '127', '397']
['201', '78', '198', '270', '388', '193', '30', '5', '99', '255', '393', '12', '16', '396', '171', '22', '36', '320', '117', '293']
