['460', '109', '127', '442', '43', '462', '122', '135', '294', '192', '266', '2', '169', '241', '34', '118', '478', '291', '362', '210', '58', '453', '232', '132', '85']
['227', '280', '137', '315', '60', '352', '334', '401', '487', '126', '466', '242', '269', '163', '284', '9', '218', '335', '493', '212', '310', '329', '484', '407', '474']
['287', '177', '331', '72', '397', '157', '438', '369', '417', '377', '249', '200', '473', '198', '96', '322', '103', '151', '399', '445', '87', '326', '173', '456', '153']
['311', '10', '319', '113', '176', '99', '39', '338', '156', '46', '297', '71', '251', '201', '102', '380', '457', '11', '144', '482', '348', '139', '59', '224', '24']
['290', '419', '28', '161', '136', '486', '465', '497', '6', '67', '215', '154', '451', '239', '256', '378', '89', '237', '29', '372', '392', '98', '211', '162', '88']
['263', '233', '81', '469', '217', '19', '317', '244', '355', '422', '270', '110', '92', '246', '468', '420', '485', '178', '143', '25', '185', '255', '476', '444', '61']
['285', '318', '134', '84', '447', '107', '64', '226', '455', '330', '253', '20', '101', '360', '441', '289', '276', '40', '413', '400', '386', '314', '403', '366', '0']
['416', '483', '379', '186', '494', '114', '353', '307', '364', '464', '327', '238', '405', '312', '470', '7', '277', '202', '390', '8', '189', '434', '467', '498', '133']
['345', '62', '194', '448', '121', '365', '396', '295', '341', '492', '138', '32', '382', '4', '50', '303', '389', '22', '94', '73', '450', '48', '148', '283', '188']
['279', '282', '129', '357', '236', '130', '337', '106', '471', '183', '54', '38', '145', '313', '142', '320', '219', '66', '123', '391', '286', '18', '257', '112', '117']
['12', '458', '104', '171', '230', '411', '68', '459', '383', '75', '432', '479', '5', '304', '82', '461', '16', '140', '152', '423', '418', '370', '499', '70', '288']
['45', '147', '216', '340', '272', '354', '308', '393', '124', '381', '385', '254', '47', '245', '21', '90', '91', '231', '119', '302', '424', '252', '316', '44', '258']
['150', '55', '83', '361', '343', '274', '344', '300', '477', '95', '428', '229', '323', '206', '433', '158', '373', '437', '367', '347', '17', '42', '398', '141', '408']
['243', '86', '259', '402', '35', '37', '205', '247', '443', '410', '51', '346', '105', '57', '56', '480', '268', '209', '336', '321', '292', '374', '53', '74', '180']
['49', '296', '174', '496', '203', '351', '387', '27', '436', '79', '26', '221', '421', '234', '165', '207', '128', '271', '406', '31', '293', '228', '30', '100', '388']
['223', '489', '488', '358', '262', '452', '265', '412', '131', '3', '281', '463', '325', '359', '446', '116', '63', '225', '332', '415', '69', '250', '108', '454', '120']
['15', '179', '429', '65', '115', '184', '384', '449', '375', '328', '439', '240', '350', '430', '260', '324', '425', '299', '168', '349', '36', '196', '235', '394', '431']
['167', '306', '395', '491', '376', '298', '472', '261', '368', '371', '125', '414', '342', '76', '52', '155', '409', '333', '204', '187', '78', '164', '481', '278', '273']
['495', '339', '248', '190', '93', '440', '356', '490', '305', '97', '199', '193', '149', '426', '475', '222', '363', '181', '170', '309', '213', '77', '267', '301', '404']
['208', '214', '41', '220', '195', '14', '146', '111', '275', '159', '160', '33', '191', '435', '175', '80', '264', '197', '166', '182', '13', '1', '172', '427', '23']
