['149', '253', '169', '97', '224', '194', '116', '276', '154', '145', '211', '287', '285', '86', '91', '195', '214', '7', '207', '156', '147', '11', '188', '68', '30']
['175', '263', '237', '191', '78', '297', '120', '168', '288', '1', '220', '103', '215', '227', '80', '148', '247', '12', '221', '59', '0', '282', '268', '140', '27']
['9', '208', '71', '52', '159', '43', '76', '255', '100', '222', '269', '17', '2', '84', '290', '93', '136', '31', '39', '202', '18', '254', '90', '284', '204']
['193', '135', '277', '286', '40', '38', '157', '150', '223', '47', '79', '196', '134', '117', '184', '185', '99', '233', '235', '48', '217', '37', '259', '262', '104']
['171', '125', '55', '26', '128', '238', '183', '236', '146', '228', '23', '111', '8', '35', '242', '260', '179', '172', '63', '218', '13', '246', '192', '62', '203']
['28', '44', '123', '239', '142', '201', '85', '210', '65', '229', '295', '197', '206', '50', '141', '81', '266', '181', '114', '45', '131', '143', '41', '46', '180']
['261', '42', '19', '165', '10', '283', '174', '74', '232', '248', '230', '6', '21', '264', '92', '226', '64', '132', '25', '75', '118', '234', '166', '225', '57']
['14', '160', '83', '291', '267', '110', '22', '56', '137', '129', '216', '167', '256', '49', '106', '105', '96', '51', '54', '173', '61', '126', '109', '299', '258']
['87', '190', '298', '107', '162', '209', '187', '82', '294', '20', '177', '275', '115', '60', '244', '198', '24', '33', '205', '15', '4', '155', '94', '77', '296']
['29', '119', '280', '231', '58', '139', '144', '95', '281', '265', '67', '98', '199', '186', '257', '243', '113', '152', '164', '138', '212', '272', '53', '163', '5']
['178', '16', '250', '121', '189', '153', '102', '89', '72', '124', '161', '273', '112', '88', '158', '176', '245', '279', '213', '182', '101', '270', '293', '241', '289']
['219', '292', '274', '252', '73', '66', '240', '130', '249', '122', '251', '271', '70', '108', '278', '34', '133', '32', '36', '127', '3', '200', '170', '151', '69']
