['422', '354', '398', '93', '48', '62', '342', '124', '366', '81', '429', '247', '83', '281', '335', '457', '44', '438', '130', '381']
['433', '122', '109', '365', '231', '67', '179', '147', '119', '26', '472', '135', '462', '86', '282', '200', '266', '17', '372', '230']
['218', '478', '445', '270', '13', '280', '198', '278', '489', '33', '191', '210', '288', '196', '220', '295', '215', '21', '274', '150']
['352', '416', '47', '233', '334', '250', '164', '330', '319', '111', '167', '474', '64', '315', '412', '369', '189', '228', '285', '244']
['402', '237', '30', '91', '263', '258', '115', '74', '190', '455', '226', '408', '39', '205', '169', '242', '235', '239', '271', '431']
['476', '238', '208', '116', '441', '165', '382', '443', '427', '118', '101', '451', '308', '339', '56', '450', '232', '19', '498', '435']
['211', '336', '65', '349', '207', '154', '299', '482', '305', '126', '243', '432', '206', '63', '327', '170', '312', '276', '4', '448']
['123', '214', '496', '259', '409', '268', '453', '405', '396', '105', '73', '194', '257', '70', '345', '57', '5', '294', '437', '483']
['324', '223', '245', '41', '136', '10', '42', '28', '37', '289', '60', '350', '394', '329', '125', '229', '146', '406', '184', '29']
['166', '3', '195', '155', '137', '260', '40', '181', '341', '95', '58', '418', '467', '249', '209', '100', '491', '38', '75', '475']
['284', '153', '224', '261', '387', '140', '27', '355', '465', '311', '186', '322', '234', '326', '99', '401', '88', '325', '89', '379']
['407', '129', '183', '185', '251', '15', '14', '421', '307', '53', '139', '156', '479', '287', '410', '77', '107', '323', '497', '142']
['46', '182', '31', '469', '264', '92', '411', '162', '362', '110', '415', '303', '253', '199', '84', '370', '470', '45', '301', '159']
['161', '160', '363', '283', '495', '484', '458', '188', '492', '82', '149', '426', '227', '163', '292', '309', '80', '436', '425', '138']
['331', '174', '7', '318', '175', '71', '477', '456', '120', '193', '314', '145', '55', '320', '473', '414', '51', '417', '463', '388']
['221', '374', '446', '291', '353', '117', '144', '269', '192', '340', '54', '400', '61', '277', '246', '499', '316', '98', '390', '459']
['348', '356', '213', '449', '302', '25', '377', '360', '22', '389', '364', '385', '236', '466', '333', '151', '94', '143', '176', '337']
['413', '485', '112', '11', '113', '361', '18', '12', '487', '376', '338', '371', '34', '59', '423', '180', '428', '204', '6', '20']
['490', '255', '384', '392', '367', '132', '313', '452', '368', '248', '439', '494', '424', '252', '173', '286', '430', '187', '447', '461']
['158', '265', '201', '121', '148', '219', '0', '347', '391', '114', '90', '262', '454', '306', '177', '108', '481', '344', '87', '460']
['23', '217', '52', '488', '493', '346', '304', '310', '399', '72', '343', '240', '103', '480', '373', '2', '298', '171', '464', '128']
['97', '395', '444', '293', '393', '420', '468', '317', '383', '241', '256', '279', '358', '212', '321', '35', '202', '102', '131', '403']
['9', '178', '76', '69', '419', '359', '297', '68', '440', '134', '43', '96', '351', '254', '79', '8', '357', '216', '272', '50']
['486', '16', '375', '222', '133', '203', '442', '332', '471', '380', '1', '32', '157', '328', '106', '197', '104', '24', '225', '267']
['152', '36', '434', '404', '127', '78', '273', '378', '386', '49', '141', '66', '296', '168', '290', '275', '397', '85', '300', '172']
